"NAME","PARENT","GRAPH_TYPE","GOD_ONLY","IS_TITLE","IS_PROFESSION","IS_HIDDEN","MONEY_REQUIRED","POINTS_REQUIRED","SKILLS_REQUIRED_COUNT","SKILLS_REQUIRED","PRECLUSION_SKILLS","XP_TYPE","XP_COST","XP_CAP","MISSIONS_REQUIRED","APPRENTICESHIPS_REQUIRED","STATS_REQUIRED","SPECIES_REQUIRED","JEDI_STATE_REQUIRED","SKILL_ABILITY","COMMANDS","SKILL_MODS","SCHEMATICS_GRANTED","SCHEMATICS_REVOKED","SEARCHABLE","ENDER"
"combat_commando_master","combat_commando",fourByFour,false,true,false,false,10000,1,0,"combat_commando_heavyweapon_accuracy_04,combat_commando_heavyweapon_speed_04,combat_commando_thrownweapon_04,combat_commando_support_04","","",0,0,"",0,"","",none,"","cert_grenade_proton,flameCone2,fireAcidCone2,ranged_damage_mitigation_3","heavy_rocket_launcher_accuracy=40,thrown_accuracy=40,heavy_flame_thrower_accuracy=30,heavy_rifle_acid_accuracy=30,melee_defense=25,ranged_defense=25","","",true,0
"combat_commando_heavyweapon_accuracy_01","combat_commando",fourByFour,false,false,false,false,6000,5,0,"combat_commando_novice","","combat_general",50000,20000,"",0,"","",none,"","cert_grenade_cryoban,ranged_damage_mitigation_1","thrown_accuracy=10,thrown_speed=10,private_heavyweapon_combat_difficulty=100","","",true,0
"combat_commando_heavyweapon_accuracy_02","combat_commando_heavyweapon_accuracy_01",fourByFour,false,false,false,false,7000,4,0,"combat_commando_heavyweapon_accuracy_01","","combat_general",80000,170000,"",0,"","",none,"","cert_grenade_glop","thrown_speed=10,knockdown_defense=5","","",true,0
"combat_commando_heavyweapon_accuracy_03","combat_commando_heavyweapon_accuracy_02",fourByFour,false,false,false,false,8000,3,0,"combat_commando_heavyweapon_accuracy_02","","combat_general",100000,240000,"",0,"","",none,"","cert_grenade_imperial_detonator,ranged_damage_mitigation_2","thrown_accuracy=10,thrown_speed=10,ranged_defense=5","","",true,0
"combat_commando_heavyweapon_accuracy_04","combat_commando_heavyweapon_accuracy_03",fourByFour,false,true,false,false,9000,2,0,"combat_commando_heavyweapon_accuracy_03","","combat_general",130000,300000,"",0,"","",none,"","cert_grenade_thermal_detonator","thrown_accuracy=10,thrown_speed=10,melee_defense=5","","",true,0
"combat_commando_heavyweapon_speed_01","combat_commando",fourByFour,false,false,false,false,6000,5,0,"combat_commando_novice","","combat_rangedspecialize_heavy",100000,300000,"",0,"","",none,"","cert_heavy_particle_beam","heavy_rocket_launcher_accuracy=20,heavy_rocket_launcher_speed=20heavy_particle_beam_accuracy=10,heavy_particle_beam_speed=10","","",true,0
"combat_commando_heavyweapon_speed_02","combat_commando_heavyweapon_speed_01",fourByFour,false,false,false,false,7000,4,0,"combat_commando_heavyweapon_speed_01","","combat_rangedspecialize_heavy",200000,400000,"",0,"","",none,"","cert_heavy_acid_beam","heavy_rocket_launcher_accuracy=20,heavy_rocket_launcher_speed=20,heavy_particle_beam_accuracy=20,heavy_particle_beam_speed=20,heavy_acid_beam_speed=10,heavy_acid_beam_accuracy=10","","",true,0
"combat_commando_heavyweapon_speed_03","combat_commando_heavyweapon_speed_02",fourByFour,false,false,false,false,8000,3,0,"combat_commando_heavyweapon_speed_02","","combat_rangedspecialize_heavy",300000,500000,"",0,"","",none,"","cert_heavy_lightning_beam","heavy_lightning_beam_speed=10,heavy_lightning_beam_accuracy=10,heavy_rocket_launcher_accuracy=20,heavy_rocket_launcher_speed=20,heavy_particle_beam_accuracy=20,heavy_particle_beam_speed=20,heavy_acid_beam_speed=20,heavy_acid_beam_accuracy=20","","",true,0
"combat_commando_heavyweapon_speed_04","combat_commando_heavyweapon_speed_03",fourByFour,false,true,false,false,9000,2,0,"combat_commando_heavyweapon_speed_03","","combat_rangedspecialize_heavy",400000,600000,"",0,"","",none,"","","heavy_lightning_beam_speed=30,heavy_lightning_beam_accuracy=30,heavy_particle_beam_accuracy=20,heavy_particle_beam_speed=20,heavy_acid_beam_speed=20,heavy_acid_beam_accuracy=20","","",true,0
"combat_commando_thrownweapon_01","combat_commando",fourByFour,false,false,false,false,6000,5,0,"combat_commando_novice","","combat_rangedspecialize_heavy",150000,300000,"",0,"","",none,"","flameSingle1","heavy_flame_thrower_accuracy=15,heavy_flame_thrower_speed=10,private_heavyweapon_combat_difficulty=100","","",true,0
"combat_commando_thrownweapon_02","combat_commando_thrownweapon_01",fourByFour,false,false,false,false,7000,4,0,"combat_commando_thrownweapon_01","","combat_rangedspecialize_heavy",250000,700000,"",0,"","",none,"","flameCone1","heavy_flame_thrower_accuracy=15,heavy_flame_thrower_speed=10,private_heavyweapon_combat_difficulty=100","","",true,0
"combat_commando_thrownweapon_03","combat_commando_thrownweapon_02",fourByFour,false,false,false,false,8000,3,0,"combat_commando_thrownweapon_02","","combat_rangedspecialize_heavy",350000,900000,"",0,"","",none,"","","heavy_flame_thrower_accuracy=25,heavy_flame_thrower_speed=15,private_heavyweapon_combat_difficulty=100","","",true,0
"combat_commando_thrownweapon_04","combat_commando_thrownweapon_03",fourByFour,false,true,false,false,9000,2,0,"combat_commando_thrownweapon_03","","combat_rangedspecialize_heavy",450000,900000,"",0,"","",none,"","flameSingle2","heavy_flame_thrower_accuracy=15,heavy_flame_thrower_speed=10,private_heavyweapon_combat_difficulty=100","","",true,0
"combat_commando_support_01","combat_commando",fourByFour,false,false,false,false,6000,5,0,"combat_commando_novice","","combat_rangedspecialize_heavy",175000,500000,"",0,"","",none,"","fireAcidSingle1","heavy_rifle_acid_accuracy=15,heavy_rifle_acid_speed=10,private_heavyweapon_combat_difficulty=100","","",true,0
"combat_commando_support_02","combat_commando_support_01",fourByFour,false,false,false,false,7000,4,0,"combat_commando_support_01","","combat_rangedspecialize_heavy",250000,700000,"",0,"","",none,"","fireAcidCone1","heavy_rifle_acid_accuracy=15,heavy_rifle_acid_speed=10,private_heavyweapon_combat_difficulty=100","","",true,0
"combat_commando_support_03","combat_commando_support_02",fourByFour,false,false,false,false,8000,3,0,"combat_commando_support_02","","combat_rangedspecialize_heavy",350000,900000,"",0,"","",none,"","","heavy_rifle_acid_accuracy=25,heavy_rifle_acid_speed=15,private_heavyweapon_combat_difficulty=100","","",true,0
"combat_commando_support_04","combat_commando_support_03",fourByFour,false,true,false,false,9000,2,0,"combat_commando_support_03","","combat_rangedspecialize_heavy",450000,900000,"",0,"","",none,"","fireAcidSingle2","heavy_rifle_acid_accuracy=15,heavy_rifle_acid_speed=10,private_heavyweapon_combat_difficulty=100","","",true,0
"science_combatmedic","science",fourByFour,false,false,true,false,0,0,0,"","","",0,0,"",0,"","",none,"","","","","",true,0
"science_combatmedic_novice","science_combatmedic",fourByFour,false,true,false,false,5000,6,0,"combat_marksman_support_04,science_medic_master","","medical",12500,20000,"",0,"","",none,"","applyPoison","healing_range=5,healing_range_speed=5,combat_medicine_assembly=20,combat_medicine_experimentation=20,combat_healing_ability=5,combat_medic_effectiveness=5","craftStimpackRangeGroupA,craftApplyPoisonGroupA,craftMedicineComponentGroupC","",true,0
"science_combatmedic_master","science_combatmedic",fourByFour,false,true,false,false,10000,1,0,"science_combatmedic_healing_range_04,science_combatmedic_healing_range_speed_04,science_combatmedic_medicine_04,science_combatmedic_support_04","","",0,0,"",0,"","",none,"","place_hospital","healing_range=25,healing_range_speed=25,slope_move=10,combat_healing_ability=25,combat_medic_effectiveness=25,private_place_hospital=100","craftApplyPoisonAreaGroupC,craftApplyDiseaseGroupC,craftApplyDiseaseAreaGroupC","",true,0
"science_combatmedic_healing_range_01","science_combatmedic",fourByFour,false,false,false,false,6000,5,0,"science_combatmedic_novice","","medical",12500,40000,"",0,"","",none,"","","healing_range=15,combat_medic_effectiveness=15","","",true,0
"science_combatmedic_healing_range_02","science_combatmedic_healing_range_01",fourByFour,false,false,false,false,7000,4,0,"science_combatmedic_healing_range_01","","medical",25000,60000,"",0,"","",none,"","applyDisease","healing_range=15,combat_medic_effectiveness=15","","",true,0
"science_combatmedic_healing_range_03","science_combatmedic_healing_range_02",fourByFour,false,false,false,false,8000,3,0,"science_combatmedic_healing_range_02","","medical",37500,80000,"",0,"","",none,"","","healing_range=15,combat_medic_effectiveness=15","","",true,0
"science_combatmedic_healing_range_04","science_combatmedic_healing_range_03",fourByFour,false,true,false,false,9000,2,0,"science_combatmedic_healing_range_03","","medical",50000,80000,"",0,"","",none,"","","healing_range=25,combat_medic_effectiveness=25","","",true,0
"science_combatmedic_healing_range_speed_01","science_combatmedic",fourByFour,false,false,false,false,6000,5,0,"science_combatmedic_novice","","medical",12500,40000,"",0,"","",none,"","","healing_range_speed=15","","",true,0
"science_combatmedic_healing_range_speed_02","science_combatmedic_healing_range_speed_01",fourByFour,false,false,false,false,7000,4,0,"science_combatmedic_healing_range_speed_01","","medical",25000,60000,"",0,"","",none,"","","healing_range_speed=15","","",true,0
"science_combatmedic_healing_range_speed_03","science_combatmedic_healing_range_speed_02",fourByFour,false,false,false,false,8000,3,0,"science_combatmedic_healing_range_speed_02","","medical",37500,80000,"",0,"","",none,"","","healing_range_speed=15","","",true,0
"science_combatmedic_healing_range_speed_04","science_combatmedic_healing_range_speed_03",fourByFour,false,true,false,false,9000,2,0,"science_combatmedic_healing_range_speed_03","","medical",50000,80000,"",0,"","",none,"","healMind","healing_range_speed=25","","",true,0
"science_combatmedic_medicine_01","science_combatmedic",fourByFour,false,false,false,false,6000,5,0,"science_combatmedic_novice","","crafting_medicine_general",12500,28000,"",0,"","",none,"","","combat_medicine_assembly=20,combat_medicine_experimentation=20","craftStimpackRangeGroupB,craftApplyPoisonAreaGroupA,craftApplyDiseaseGroupA","",true,0
"science_combatmedic_medicine_02","science_combatmedic_medicine_01",fourByFour,false,false,false,false,7000,4,0,"science_combatmedic_medicine_01","","crafting_medicine_general",17500,36000,"",0,"","",none,"","","combat_medicine_assembly=20,combat_medicine_experimentation=20","craftStimpackRangeGroupC,craftApplyPoisonGroupB,craftApplyDiseaseAreaGroupA,craftMedicineComponentGroupE","",true,0
"science_combatmedic_medicine_03","science_combatmedic_medicine_02",fourByFour,false,false,false,false,8000,3,0,"science_combatmedic_medicine_02","","crafting_medicine_general",22500,44000,"",0,"","",none,"","","combat_medicine_assembly=20,combat_medicine_experimentation=20","craftStimpackRangeGroupD,craftApplyPoisonAreaGroupB,craftApplyDiseaseGroupB","",true,0
"science_combatmedic_medicine_04","science_combatmedic_medicine_03",fourByFour,false,true,false,false,9000,2,0,"science_combatmedic_medicine_03","","crafting_medicine_general",27500,44000,"",0,"","",none,"","","combat_medicine_assembly=20,combat_medicine_experimentation=20","craftStimpackRangeGroupE,craftApplyPoisonGroupC,craftApplyDiseaseAreaGroupB","",true,0
"science_combatmedic_support_01","science_combatmedic",fourByFour,false,false,false,false,6000,5,0,"science_combatmedic_novice","","medical",12500,40000,"",0,"","",none,"","","combat_healing_ability=15,slope_move=10","","",true,0
"science_combatmedic_support_02","science_combatmedic_support_01",fourByFour,false,false,false,false,7000,4,0,"science_combatmedic_support_01","","medical",25000,60000,"",0,"","",none,"","","combat_healing_ability=15,slope_move=10","","",true,0
"science_combatmedic_support_03","science_combatmedic_support_02",fourByFour,false,false,false,false,8000,3,0,"science_combatmedic_support_02","","medical",37500,80000,"",0,"","",none,"","","combat_healing_ability=15,slope_move=10","","",true,0
"science_combatmedic_support_04","science_combatmedic_support_03",fourByFour,false,true,false,false,9000,2,0,"science_combatmedic_support_03","","medical",50000,80000,"",0,"","",none,"","","combat_healing_ability=25,slope_move=10,burst_run=10","","",true,0
"social_imagedesigner","social",fourByFour,false,false,true,false,0,0,0,"","","",0,0,"",0,"","",none,"","","","","",true,0
"social_imagedesigner_novice","social_imagedesigner",fourByFour,false,true,false,false,5000,0,0,"social_entertainer_hairstyle_04","","imagedesigner",10000,20000,"",0,"","",none,"","","hair=1,body=1,face=1","","",true,0
"social_imagedesigner_master","social_imagedesigner",fourByFour,false,true,false,false,10000,0,0,"social_imagedesigner_hairstyle_04,social_imagedesigner_exotic_04,social_imagedesigner_bodyform_04,social_imagedesigner_markings_04","","",0,0,"",0,"","",none,"","","markings=2,body=2,face=2","","",true,0
"social_imagedesigner_hairstyle_01","social_imagedesigner",fourByFour,false,false,false,false,6000,0,0,"social_imagedesigner_novice","","imagedesigner",10000,40000,"",0,"","",none,"","","hair=1","","",true,0
"social_imagedesigner_hairstyle_02","social_imagedesigner_hairstyle_01",fourByFour,false,false,false,false,7000,0,0,"social_imagedesigner_hairstyle_01","","imagedesigner",20000,60000,"",0,"","",none,"","","hair=2","","",true,0
"social_imagedesigner_hairstyle_03","social_imagedesigner_hairstyle_02",fourByFour,false,false,false,false,8000,0,0,"social_imagedesigner_hairstyle_02","","imagedesigner",30000,80000,"",0,"","",none,"","","hair=2","","",true,0
"social_imagedesigner_hairstyle_04","social_imagedesigner_hairstyle_03",fourByFour,false,true,false,false,9000,0,0,"social_imagedesigner_hairstyle_03","","imagedesigner",40000,80000,"",0,"","",none,"","","hair=2","","",true,0
"social_imagedesigner_exotic_01","social_imagedesigner",fourByFour,false,false,false,false,6000,0,0,"social_imagedesigner_novice","","imagedesigner",10000,40000,"",0,"","",none,"","","face=1","","",true,0
"social_imagedesigner_exotic_02","social_imagedesigner_exotic_01",fourByFour,false,false,false,false,7000,0,0,"social_imagedesigner_exotic_01","","imagedesigner",20000,60000,"",0,"","",none,"","","face=1","","",true,0
"social_imagedesigner_exotic_03","social_imagedesigner_exotic_02",fourByFour,false,false,false,false,8000,0,0,"social_imagedesigner_exotic_02","","imagedesigner",30000,80000,"",0,"","",none,"","","face=2","","",true,0
"social_imagedesigner_exotic_04","social_imagedesigner_exotic_03",fourByFour,false,true,false,false,9000,0,0,"social_imagedesigner_exotic_03","","imagedesigner",40000,80000,"",0,"","",none,"","","face=2","","",true,0
"social_imagedesigner_bodyform_01","social_imagedesigner",fourByFour,false,false,false,false,6000,0,0,"social_imagedesigner_novice","","imagedesigner",10000,40000,"",0,"","",none,"","","body=1","","",true,0
"social_imagedesigner_bodyform_02","social_imagedesigner_bodyform_01",fourByFour,false,false,false,false,7000,0,0,"social_imagedesigner_bodyform_01","","imagedesigner",20000,60000,"",0,"","",none,"","","body=1","","",true,0
"social_imagedesigner_bodyform_03","social_imagedesigner_bodyform_02",fourByFour,false,false,false,false,8000,0,0,"social_imagedesigner_bodyform_02","","imagedesigner",30000,80000,"",0,"","",none,"","","body=2","","",true,0
"social_imagedesigner_bodyform_04","social_imagedesigner_bodyform_03",fourByFour,false,true,false,false,9000,0,0,"social_imagedesigner_bodyform_03","","imagedesigner",40000,80000,"",0,"","",none,"","","body=2","","",true,0
"social_imagedesigner_markings_01","social_imagedesigner",fourByFour,false,false,false,false,6000,0,0,"social_imagedesigner_novice","","imagedesigner",10000,40000,"",0,"","",none,"","","markings=1","","",true,0
"social_imagedesigner_markings_02","social_imagedesigner_markings_01",fourByFour,false,false,false,false,7000,0,0,"social_imagedesigner_markings_01","","imagedesigner",20000,60000,"",0,"","",none,"","","markings=1","","",true,0
"social_imagedesigner_markings_03","social_imagedesigner_markings_02",fourByFour,false,false,false,false,8000,0,0,"social_imagedesigner_markings_02","","imagedesigner",30000,80000,"",0,"","",none,"","","markings=2","","",true,0
"social_imagedesigner_markings_04","social_imagedesigner_markings_03",fourByFour,false,true,false,false,9000,0,0,"social_imagedesigner_markings_03","","imagedesigner",40000,80000,"",0,"","",none,"","","markings=2","","",true,0
"outdoors_squadleader","outdoors",fourByFour,false,false,true,false,0,0,0,"","","",0,0,"",0,"","",none,"","","","","",true,0
"outdoors_squadleader_novice","outdoors_squadleader",fourByFour,false,true,false,false,5000,6,0,"outdoors_scout_movement_04,outdoors_scout_camp_04,combat_marksman_support_04","","combat_general",7500,20000,"",0,"","",none,"","sysgroup","","","",true,0
"outdoors_squadleader_master","outdoors_squadleader",fourByFour,false,true,false,false,10000,1,0,"outdoors_squadleader_movement_04,outdoors_squadleader_offense_04,outdoors_squadleader_defense_04,outdoors_squadleader_support_04","","",0,0,"",0,"","",none,"","","group_melee_defense=5,group_ranged_defense=5,group_burst_run=10,group_slope_move=10,revivePlayer","","",true,0
"outdoors_squadleader_movement_01","outdoors_squadleader",fourByFour,false,false,false,false,6000,5,0,"outdoors_squadleader_novice","","squadleader",175000,500000,"",0,"","",none,"","","group_slope_move=25","","",true,0
"outdoors_squadleader_movement_02","outdoors_squadleader_movement_01",fourByFour,false,false,false,false,7000,4,0,"outdoors_squadleader_movement_01","","squadleader",250000,700000,"",0,"","",none,"","","group_burst_run=25","","",true,0
"outdoors_squadleader_movement_03","outdoors_squadleader_movement_02",fourByFour,false,false,false,false,8000,3,0,"outdoors_squadleader_movement_02","","squadleader",350000,900000,"",0,"","",none,"","","group_slope_move=25","","",true,0
"outdoors_squadleader_movement_04","outdoors_squadleader_movement_03",fourByFour,false,true,false,false,9000,2,0,"outdoors_squadleader_movement_03","","squadleader",450000,900000,"",0,"","",none,"","","group_burst_run=25","","",true,0
"outdoors_squadleader_offense_01","outdoors_squadleader",fourByFour,false,false,false,false,6000,5,0,"outdoors_squadleader_novice","","squadleader",175000,500000,"",0,"","",none,"","steadyaim","","","",true,0
"outdoors_squadleader_offense_02","outdoors_squadleader_offense_01",fourByFour,false,false,false,false,7000,4,0,"outdoors_squadleader_offense_01","","squadleader",250000,700000,"",0,"","",none,"","","steadyaim=10","","",true,0
"outdoors_squadleader_offense_03","outdoors_squadleader_offense_02",fourByFour,false,false,false,false,8000,3,0,"outdoors_squadleader_offense_02","","squadleader",350000,900000,"",0,"","",none,"","volleyFire","","","",true,0
"outdoors_squadleader_offense_04","outdoors_squadleader_offense_03",fourByFour,false,true,false,false,9000,2,0,"outdoors_squadleader_offense_03","","squadleader",450000,900000,"",0,"","",none,"","","volley=10","","",true,0
"outdoors_squadleader_defense_01","outdoors_squadleader",fourByFour,false,false,false,false,6000,5,0,"outdoors_squadleader_novice","","squadleader",175000,500000,"",0,"","",none,"","formup","","","",true,0
"outdoors_squadleader_defense_02","outdoors_squadleader_defense_01",fourByFour,false,false,false,false,7000,4,0,"outdoors_squadleader_defense_01","","squadleader",250000,700000,"",0,"","",none,"","","group_melee_defense=10","","",true,0
"outdoors_squadleader_defense_03","outdoors_squadleader_defense_02",fourByFour,false,false,false,false,8000,3,0,"outdoors_squadleader_defense_02","","squadleader",350000,900000,"",0,"","",none,"","","group_melee_defense=15","","",true,0
"outdoors_squadleader_defense_04","outdoors_squadleader_defense_03",fourByFour,false,true,false,false,9000,2,0,"outdoors_squadleader_defense_03","","squadleader",450000,900000,"",0,"","",none,"","boostmorale","","","",true,0
"outdoors_squadleader_support_01","outdoors_squadleader",fourByFour,false,false,false,false,6000,5,0,"outdoors_squadleader_novice","","squadleader",175000,500000,"",0,"","",none,"","rally","","","",true,0
"outdoors_squadleader_support_02","outdoors_squadleader_support_01",fourByFour,false,false,false,false,7000,4,0,"outdoors_squadleader_support_01","","squadleader",250000,700000,"",0,"","",none,"","","group_ranged_defense=10","","",true,0
"outdoors_squadleader_support_03","outdoors_squadleader_support_02",fourByFour,false,false,false,false,8000,3,0,"outdoors_squadleader_support_02","","squadleader",350000,900000,"",0,"","",none,"","retreat","","","",true,0
"outdoors_squadleader_support_04","outdoors_squadleader_support_03",fourByFour,false,true,false,false,9000,2,0,"outdoors_squadleader_support_03","","squadleader",450000,900000,"",0,"","",none,"","","group_ranged_defense=15","","",true,0
"social_politician","social",fourByFour,false,false,true,false,0,0,0,"","","",0,0,"",0,"","",none,"","","","","",true,0
"social_politician_novice","social_politician",fourByFour,false,true,false,false,100,0,0,"","","",0,0,"",0,"","",none,"","place_cityhall,manage_taxes,grantZoningRights","private_place_cityhall=100","","",true,0
"social_politician_master","social_politician",fourByFour,false,true,false,false,5000,0,0,"social_politician_fiscal_04,social_politician_martial_04,social_politician_civic_04,social_politician_urban_04","","",0,0,"",0,"","",none,"","","","","",true,0
"social_politician_fiscal_01","social_politician",fourByFour,false,false,false,false,1000,0,0,"social_politician_novice","","political",1000,20000,"",0,"","",none,"","city_map","","","",true,0
"social_politician_fiscal_02","social_politician_fiscal_01",fourByFour,false,false,false,false,2000,0,0,"social_politician_fiscal_01","","political",2500,40000,"",0,"","",none,"","place_bank,place_shuttleport","private_place_bank=100,private_place_shuttleport=100","","",true,0
"social_politician_fiscal_03","social_politician_fiscal_02",fourByFour,false,false,false,false,3000,0,0,"social_politician_fiscal_02","","political",5000,60000,"",0,"","",none,"","city_spec_industry","","","",true,0
"social_politician_fiscal_04","social_politician_fiscal_03",fourByFour,false,true,false,false,4000,0,0,"social_politician_fiscal_03","","political",10000,60000,"",0,"","",none,"","city_spec_research","","","",true,0
"social_politician_martial_01","social_politician",fourByFour,false,false,false,false,1000,0,0,"social_politician_novice","","political",1000,20000,"",0,"","",none,"","manage_militia","","","",true,0
"social_politician_martial_02","social_politician_martial_01",fourByFour,false,false,false,false,2000,0,0,"social_politician_martial_01","","political",2500,40000,"",0,"","",none,"","place_cloning,city_spec_cloning","private_place_cloning=100","","",true,0
"social_politician_martial_03","social_politician_martial_02",fourByFour,false,false,false,false,3000,0,0,"social_politician_martial_02","","political",5000,60000,"",0,"","",none,"","city_spec_stronghold","","","",true,0
"social_politician_martial_04","social_politician_martial_03",fourByFour,false,true,false,false,4000,0,0,"social_politician_martial_03","","political",10000,60000,"",0,"","",none,"","place_faction_terminal","","","",true,0
"social_politician_civic_01","social_politician",fourByFour,false,false,false,false,1000,0,0,"social_politician_novice","","political",1000,20000,"",0,"","",none,"","installMissionTerminal","","","",true,0
"social_politician_civic_02","social_politician_civic_01",fourByFour,false,false,false,false,2000,0,0,"social_politician_civic_01","","political",2500,40000,"",0,"","",none,"","recruitSkillTrainer,place_garage","private_place_garage=100","","",true,0
"social_politician_civic_03","social_politician_civic_02",fourByFour,false,false,false,false,3000,0,0,"social_politician_civic_02","","political",5000,60000,"",0,"","",none,"","city_spec_entertainer,city_spec_doctor","","","",true,0
"social_politician_civic_04","social_politician_civic_03",fourByFour,false,true,false,false,4000,0,0,"social_politician_civic_03","","political",10000,60000,"",0,"","",none,"","city_spec_missions,city_spec_sample_rich","","","",true,0
"social_politician_urban_01","social_politician",fourByFour,false,false,false,false,1000,0,0,"social_politician_novice","","political",1000,20000,"",0,"","",none,"","place_streetlamp,place_statue","","","",true,0
"social_politician_urban_02","social_politician_urban_01",fourByFour,false,false,false,false,2000,0,0,"social_politician_urban_01","","political",2500,40000,"",0,"","",none,"","place_fountain","","","",true,0
"social_politician_urban_03","social_politician_urban_02",fourByFour,false,false,false,false,3000,0,0,"social_politician_urban_02","","political",5000,60000,"",0,"","",none,"","place_small_garden,place_medium_garden","private_place_small_garden=100,private_place_medium_garden=100","","",true,0
"social_politician_urban_04","social_politician_urban_03",fourByFour,false,true,false,false,4000,0,0,"social_politician_urban_03","","political",10000,60000,"",0,"","",none,"","place_large_garden,place_exotic_garden","private_place_large_garden=100,private_place_exotic_garden=100","","",true,0
"social_language","social",fourByFour,false,false,false,false,0,0,0,"","","",0,0,"",0,"","",none,"","","","","",true,0
"social_language_basic","social_language",fourByFour,false,false,false,false,0,0,0,"","","",0,0,"",0,"","bothan,human,moncalamari,rodian,trandoshan,twilek,zabrak",none,"","","","","",true,0
"social_language_basic_speak","social_language",fourByFour,false,false,false,false,0,0,0,"","","",0,0,"",0,"","bothan,human,moncalamari,rodian,trandoshan,twilek,zabrak",none,"","","language_basic_speak=100","","",true,0
"social_language_basic_comprehend","social_language",fourByFour,false,false,false,false,0,0,0,"","","",0,0,"",0,"","",none,"","","language_basic_comprehend=100","","",true,0
"social_language_rodian","social_language",fourByFour,false,false,false,false,0,0,0,"","","",0,0,"",0,"","",none,"","","","","",true,0
"social_language_rodian_speak","social_language",fourByFour,false,false,false,false,1000,0,0,"","","",0,0,"",0,"","bothan,human,moncalamari,rodian,trandoshan,twilek,zabrak",none,"","language+rodese","language_rodian_speak=100","","",true,0
"social_language_rodian_comprehend","social_language",fourByFour,false,false,false,false,1000,0,0,"","","",0,0,"",0,"","",none,"","","language_rodian_comprehend=100","","",true,0
"social_language_trandoshan","social_language",fourByFour,false,false,false,false,0,0,0,"","","",0,0,"",0,"","",none,"","","","","",true,0
"social_language_trandoshan_speak","social_language",fourByFour,false,false,false,false,1000,0,0,"","","",0,0,"",0,"","bothan,human,moncalamari,rodian,trandoshan,twilek,zabrak",none,"","language+dosh","language_trandoshan_speak=100","","",true,0
"social_language_trandoshan_comprehend","social_language",fourByFour,false,false,false,false,1000,0,0,"","","",0,0,"",0,"","",none,"","","language_trandoshan_comprehend=100","","",true,0
"social_language_moncalamari","social_language",fourByFour,false,false,false,false,0,0,0,"","","",0,0,"",0,"","",none,"","","","","",true,0
"social_language_moncalamari_speak","social_language",fourByFour,false,false,false,false,1000,0,0,"","","",0,0,"",0,"","bothan,human,moncalamari,rodian,trandoshan,twilek,zabrak",none,"","language+moncalamarian","language_moncalamari_speak=100","","",true,0
"social_language_moncalamari_comprehend","social_language",fourByFour,false,false,false,false,1000,0,0,"","","",0,0,"",0,"","",none,"","","language_moncalamari_comprehend=100","","",true,0
"social_language_wookiee","social_language",fourByFour,false,false,false,false,0,0,0,"","","",0,0,"",0,"","",none,"","","","","",true,0
"social_language_wookiee_speak","social_language",fourByFour,false,false,false,false,1000,0,0,"","","",0,0,"",0,"","wookiee",none,"","language+shyriiwook","language_wookiee_speak=100","","",true,0
"social_language_wookiee_comprehend","social_language",fourByFour,false,false,false,false,1000,0,0,"","","",0,0,"",0,"","",none,"","","language_wookiee_comprehend=100","","",true,0
"social_language_bothan","social_language",fourByFour,false,false,false,false,0,0,0,"","","",0,0,"",0,"","",none,"","","","","",true,0
"social_language_bothan_speak","social_language",fourByFour,false,false,false,false,1000,0,0,"","","",0,0,"",0,"","bothan,human,moncalamari,rodian,trandoshan,twilek,zabrak",none,"","language+bothese","language_bothan_speak=100","","",true,0
"social_language_bothan_comprehend","social_language",fourByFour,false,false,false,false,1000,0,0,"","","",0,0,"",0,"","",none,"","","language_bothan_comprehend=100","","",true,0
"social_language_twilek","social_language",fourByFour,false,false,false,false,0,0,0,"","","",0,0,"",0,"","",none,"","","","","",true,0
"social_language_twilek_speak","social_language",fourByFour,false,false,false,false,1000,0,0,"","","",0,0,"",0,"","bothan,human,moncalamari,rodian,trandoshan,twilek,zabrak",none,"","language+ryl","language_twilek_speak=100","","",true,0
"social_language_twilek_comprehend","social_language",fourByFour,false,false,false,false,1000,0,0,"","","",0,0,"",0,"","",none,"","","language_twilek_comprehend=100","","",true,0
"social_language_zabrak","social_language",fourByFour,false,false,false,false,0,0,0,"","","",0,0,"",0,"","",none,"","","","","",true,0
"social_language_zabrak_speak","social_language",fourByFour,false,false,false,false,1000,0,0,"","","",0,0,"",0,"","bothan,human,moncalamari,rodian,trandoshan,twilek,zabrak",none,"","language+zabrak","language_zabrak_speak=100","","",true,0
"social_language_zabrak_comprehend","social_language",fourByFour,false,false,false,false,1000,0,0,"","","",0,0,"",0,"","",none,"","","language_zabrak_comprehend=100","","",true,0
"social_language_lekku","social_language",fourByFour,false,false,false,false,0,0,0,"","","unobtainable",1,0,"",0,"","",none,"","","","","",true,0
"social_language_lekku_speak","social_language",fourByFour,false,false,false,false,0,0,0,"","","unobtainable",1,0,"",0,"","twilek",none,"","language+lekku","language_lekku_speak=100","","",true,0
"social_language_lekku_comprehend","social_language",fourByFour,false,false,false,false,0,0,0,"","","unobtainable",1,0,"",0,"","twilek",none,"","","language_lekku_comprehend=100","","",true,0
"social_language_ithorian","social_language",fourByFour,false,false,false,false,0,0,0,"","","",0,0,"",0,"","",none,"","","","","",true,0
